Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:PSC,"Prospect Resources Limited (ASX:PSC)",https://www.listcorp.com/asx/psc/prospect-resources-limited,"	45953300",0.097,0.00,1.04,Materials
ASX:DCG,"Decmil Group Limited (ASX:DCG)",https://www.listcorp.com/asx/dcg/decmil-group-limited,"	45897900",0.295,0.00,0,Industrials
ASX:TIG,"Tigers Realm Coal Limited (ASX:TIG)",https://www.listcorp.com/asx/tig/tigers-realm-coal-limited,"	45733500",0.0035,0.00,0,Materials
ASX:TOU,"Tlou Energy Limited (ASX:TOU)",https://www.listcorp.com/asx/tou/tlou-energy,"	45724800",0.036,0.00,0,Energy
ASX:IMPQ,"eInvest Future Impact Small Caps Fund (ASX:IMPQ)",https://www.listcorp.com/asx/impq/einvest-future-impact-small-caps-fund,"	45550200",4.74,-0.14,-2.87,Unclassified
ASX:NMT,"Neometals Limited (ASX:NMT)",https://www.listcorp.com/asx/nmt/neometals-limited,"	45495900",0.07,-0.00,-4.11,Materials
ASX:EDC,"Eildon Capital Limited (ASX:EDC)",https://www.listcorp.com/asx/edc/eildon-capital-limited,"	45492900",0.905,-0.03,-2.69,Financials
ASX:EGR,"EcoGraf Limited (ASX:EGR)",https://www.listcorp.com/asx/egr/ecograf-limited,"	45403200",0.1,0.00,0,Materials
ASX:WZR,"Wisr Limited (ASX:WZR)",https://www.listcorp.com/asx/wzr/wisr-limited,"	45308200",0.031,-0.00,-6.06,Financials
ASX:IYLD,"iShares Yield Plus ETF (ASX:IYLD)",https://www.listcorp.com/asx/iyld/ishares-yield-plus-etf,"	45025200",99.64,-0.14,-0.14,Unclassified
ASX:ANO,"Advance Zinctek Limited (ASX:ANO)",https://www.listcorp.com/asx/ano/advance-zinctek-limited,"	44963800",0.72,0.00,0,Materials
ASX:AIQ,"Alternative Investment Trust (ASX:AIQ)",https://www.listcorp.com/asx/aiq/alternative-investment-trust,"	44959900",1.42,0.00,0,Financials
ASX:AMS,"Atomos Limited (ASX:AMS)",https://www.listcorp.com/asx/ams/atomos-limited,"	44905500",0.033,-0.00,-10.81,"Consumer Discretionary"
ASX:HRN,"Horizon Gold Limited (ASX:HRN)",https://www.listcorp.com/asx/hrn/horizon-gold-limited,"	44900400",0.29,-0.02,-6.45,Materials
ASX:MEU,"Marmota Limited (ASX:MEU)",https://www.listcorp.com/asx/meu/marmota-limited,"	44549700",0.04,-0.00,-2.44,Energy
ASX:G1A,"Galena Mining Limited (ASX:G1A)",https://www.listcorp.com/asx/g1a/galena-mining-limited,"	44401600",0.059,0.00,0,Materials
ASX:HMY,"Harmoney Corp Limited (ASX:HMY)",https://www.listcorp.com/asx/hmy/harmoney-corp-limited,"	44354400",0.43,-0.01,-1.15,Financials
ASX:DGGF,"BetaShares Ethical Diversified Growth ETF (ASX:DGGF)",https://www.listcorp.com/asx/dggf/betashares-ethical-diversified-growth-etf,"	44263900",26.52,-0.55,-2.03,Unclassified
ASX:CYP,"Cynata Therapeutics Limited (ASX:CYP)",https://www.listcorp.com/asx/cyp/cynata-therapeutics,"	44235100",0.22,-0.02,-10.2,"Health Care"
ASX:AVC,"Auctus Investment Group Limited (ASX:AVC)",https://www.listcorp.com/asx/avc/auctus-investment-group-limited,"	44167800",0.55,0.00,0,Financials
ASX:VMS,"Venture Minerals Limited (ASX:VMS)",https://www.listcorp.com/asx/vms/venture-minerals,"	43905300",0.017,-0.00,-5.56,Materials
ASX:DHOF,"Daintree Hybrid Opportunities Fund (Managed Fund) (ASX:DHOF)",https://www.listcorp.com/asx/dhof/daintree-hybrid-opportunities-fund-managed-fund,"	43679300",9.52,0.00,0,Unclassified
ASX:HRZ,"Horizon Minerals Limited (ASX:HRZ)",https://www.listcorp.com/asx/hrz/horizon-minerals-limited,"	43623800",0.043,0.00,10.26,Materials
ASX:MX1,"Micro-X Limited (ASX:MX1)",https://www.listcorp.com/asx/mx1/micro-x-limited,"	43620300",0.075,0.00,0,"Health Care"
ASX:FFI,"FFI Holdings Limited (ASX:FFI)",https://www.listcorp.com/asx/ffi/ffi-holdings-limited,"	43579500",4.04,-0.01,-0.25,"Consumer Staples"
ASX:AUE,"Aurum Resources Limited (ASX:AUE)",https://www.listcorp.com/asx/aue/aurum-resources-limited,"	43533600",0.355,-0.02,-5.33,Materials
ASX:RDM,"Red Metal Limited (ASX:RDM)",https://www.listcorp.com/asx/rdm/red-metal-limited,"	43450200",0.135,-0.01,-6.9,Materials
ASX:DCC,"DigitalX Limited (ASX:DCC)",https://www.listcorp.com/asx/dcc/digitalx-limited,"	43320200",0.042,-0.01,-16,"Information Technology"
ASX:OJC,"The Original Juice Co. Limited (ASX:OJC)",https://www.listcorp.com/asx/ojc/the-original-juice-co-limited,"	42957300",0.145,0.00,0,"Consumer Staples"
ASX:BDX,"BCAL Diagnostics Limited (ASX:BDX)",https://www.listcorp.com/asx/bdx/bcal-diagnostics-limited,"	42875400",0.12,0.00,0,"Health Care"
ASX:IPT,"Impact Minerals Limited (ASX:IPT)",https://www.listcorp.com/asx/ipt/impact-minerals-limited,"	42832100",0.014,0.00,0,Materials
ASX:CLDD,"BetaShares Cloud Computing ETF (ASX:CLDD)",https://www.listcorp.com/asx/cldd/betashares-cloud-computing-etf,"	42785400",11,-0.48,-4.18,Unclassified
ASX:SOV,"Sovereign Cloud Holdings Limited (ASX:SOV)",https://www.listcorp.com/asx/sov/sovereign-cloud-holdings,"	42526500",0.26,0.00,0,"Information Technology"
ASX:BEAR,"BetaShares Australian Equities Bear Hedge Fund (ASX:BEAR)",https://www.listcorp.com/asx/bear/betashares-australian-equities-bear-hedge-fund,"	42526100",8.21,0.26,3.21,Unclassified
ASX:ATP,"Atlas Pearls Ltd (ASX:ATP)",https://www.listcorp.com/asx/atp/atlas-pearls-ltd,"	42213600",0.094,-0.00,-3.09,"Consumer Discretionary"
ASX:DEM,"De.mem Limited (ASX:DEM)",https://www.listcorp.com/asx/dem/de.mem-limited,"	41956000",0.145,0.00,0,Utilities
ASX:VBC,"Verbrec Limited (ASX:VBC)",https://www.listcorp.com/asx/vbc/verbrec-limited,"	41858300",0.145,0.00,0,Industrials
ASX:AME,"Alto Metals Limited (ASX:AME)",https://www.listcorp.com/asx/ame/alto-metals-limited,"	41848300",0.054,-0.00,-6.9,Materials
ASX:LEND,"VanEck Global Listed Private Credit (AUD Hedged) ETF (ASX:LEND)",https://www.listcorp.com/asx/lend/vaneck-global-listed-private-credit-aud-hedged-etf,"	41836300",19.01,-0.89,-4.47,Unclassified
ASX:SWP,"Swoop Holdings Limited (ASX:SWP)",https://www.listcorp.com/asx/swp/swoop-holdings-limited,"	41641800",0.195,-0.01,-2.5,"Communication Services"
ASX:TSO,"Tesoro Gold Limited (ASX:TSO)",https://www.listcorp.com/asx/tso/tesoro-gold-limited,"	41623500",0.026,-0.00,-5.45,Materials
ASX:RTG,"RTG Mining (ASX:RTG)",https://www.listcorp.com/asx/rtg/rtg-mining,"	41226900",0.033,-0.01,-13.16,Materials
ASX:CURE,"Global X S&P Biotech ETF (ASX:CURE)",https://www.listcorp.com/asx/cure/global-x-s-and-p-biotech-etf,"	41200600",49.35,-0.65,-1.3,Unclassified
ASX:EAFZ,"Ellerston Asia Growth Fund (Hedge Fund) (ASX:EAFZ)",https://www.listcorp.com/asx/eafz/ellerston-asia-growth-fund-hedge-fund,"	41011700",6.57,-0.33,-4.78,Unclassified
ASX:FLX,"Felix Group Holdings Ltd (ASX:FLX)",https://www.listcorp.com/asx/flx/felix-group-holdings-ltd,"	40899900",0.2,0.00,0,"Information Technology"
ASX:CTP,"Central Petroleum Limited (ASX:CTP)",https://www.listcorp.com/asx/ctp/central-petroleum-limited,"	40708100",0.055,0.00,0,Energy
ASX:PVE,"Po Valley Energy Limited (ASX:PVE)",https://www.listcorp.com/asx/pve/po-valley-energy,"	40563700",0.034,-0.00,-2.86,Energy
ASX:DGH,"Desane Group Holdings Limited (ASX:DGH)",https://www.listcorp.com/asx/dgh/desane-group-holdings-limited,"	40500900",0.99,0.00,0,"Real Estate"
ASX:DDB,"Dynamic Group Holdings Limited (ASX:DDB)",https://www.listcorp.com/asx/ddb/dynamic-group-holdings-limited,"	40321600",0.295,0.00,1.72,Industrials
ASX:LEL,"Lithium Energy Limited (ASX:LEL)",https://www.listcorp.com/asx/lel/lithium-energy-limited,"	40320600",0.335,-0.02,-6.94,Materials
ASX:MTC,"MetalsTech Limited (ASX:MTC)",https://www.listcorp.com/asx/mtc/metalstech-limited,"	40302700",0.2,-0.01,-2.44,Materials
ASX:UBI,"Universal Biosensors Inc (ASX:UBI)",https://www.listcorp.com/asx/ubi/universal-biosensors,"	40239100",0.135,0.00,0,"Health Care"
ASX:YRL,"Yandal Resources Limited (ASX:YRL)",https://www.listcorp.com/asx/yrl/yandal-resources-limited,"	40171100",0.135,-0.02,-10,Materials
ASX:GOAT,"VanEck Morningstar International Wide Moat ETF (ASX:GOAT)",https://www.listcorp.com/asx/goat/vaneck-morningstar-international-wide-moat-etf,"	39814100",26.27,-0.19,-0.72,Unclassified
ASX:GOVT,"SPDR S&P/ASX Australian Government Bond Fund (ASX:GOVT)",https://www.listcorp.com/asx/govt/spdr-s-and-p-asx-australian-government-bond-fund,"	39647300",24.59,0.31,1.28,Unclassified
ASX:KAT,"Katana Capital Limited (ASX:KAT)",https://www.listcorp.com/asx/kat/katana-capital-limited,"	39512600",1.24,0.00,0,Financials
ASX:SNT,"Syntara Limited (ASX:SNT)",https://www.listcorp.com/asx/snt/syntara-limited,"	39403000",0.031,-0.00,-6.06,"Health Care"
ASX:OAU,"Ora Gold Limited (ASX:OAU)",https://www.listcorp.com/asx/oau/ora-gold-limited,"	39276400",0.006,0.00,9.09,Materials
ASX:SPX,"Spenda Limited (ASX:SPX)",https://www.listcorp.com/asx/spx/spenda-limited,"	38920100",0.009,0.00,0,"Information Technology"
ASX:AYLD,"Global X S&P/ASX 200 Covered Call ETF (ASX:AYLD)",https://www.listcorp.com/asx/ayld/global-x-s-and-p-asx-200-covered-call-etf,"	38893200",10.28,-0.23,-2.19,Unclassified
ASX:NGE,"NGE Capital Limited (ASX:NGE)",https://www.listcorp.com/asx/nge/nge-capital-limited,"	38753000",1.035,-0.06,-5.05,Financials
ASX:BNKS,"BetaShares Global Banks  ETF  Currency Hedged (ASX:BNKS)",https://www.listcorp.com/asx/bnks/betashares-global-banks-etf-currency-hedged,"	38744000",7.12,-0.40,-5.32,Unclassified
ASX:TGN,"Tungsten Mining NL (ASX:TGN)",https://www.listcorp.com/asx/tgn/tungsten-mining,"	38534300",0.048,-0.00,-2.04,Materials
ASX:TNC,"True North Copper Limited (ASX:TNC)",https://www.listcorp.com/asx/tnc/true-north-copper-limited,"	38521600",0.038,-0.01,-13.64,Materials
ASX:SPL,"Starpharma Holdings Limited (ASX:SPL)",https://www.listcorp.com/asx/spl/starpharma-holdings,"	38350700",0.095,0.00,2.15,"Health Care"
ASX:AVD,"AVADA Group Limited (ASX:AVD)",https://www.listcorp.com/asx/avd/avada-group-limited,"	38220800",0.43,-0.02,-4.44,Industrials
ASX:WRK,"Wrkr Ltd (ASX:WRK)",https://www.listcorp.com/asx/wrk/wrkr-ltd,"	38147700",0.03,0.00,0,"Information Technology"
ASX:WWI,"West Wits Mining Limited (ASX:WWI)",https://www.listcorp.com/asx/wwi/west-wits-mining,"	38125900",0.013,-0.00,-13.33,Materials
ASX:ADA,"Adacel Technologies Limited (ASX:ADA)",https://www.listcorp.com/asx/ada/adacel-technologies-limited,"	38112500",0.48,-0.02,-4,"Information Technology"
ASX:CTE,"Cryosite Limited (ASX:CTE)",https://www.listcorp.com/asx/cte/cryosite-limited,"	38071500",0.78,0.00,0,"Health Care"
ASX:JRV,"Jervois Global Limited (ASX:JRV)",https://www.listcorp.com/asx/jrv/jervois-global-limited,"	37838700",0.0145,0.00,3.57,Materials
ASX:BOND,"SPDR S&P/ASX Australian Bond Fund (ASX:BOND)",https://www.listcorp.com/asx/bond/spdr-s-and-p-asx-australian-bond-fund,"	37485200",25.45,0.26,1.03,Unclassified
ASX:MEC,"Morphic Ethical Equities Fund (ASX:MEC)",https://www.listcorp.com/asx/mec/morphic-ethical-equities-fund,"	37448800",0.98,0.00,0,Financials
ASX:ASH,"Ashley Services Group Limited (ASX:ASH)",https://www.listcorp.com/asx/ash/ashley-services-group,"	37433700",0.26,0.00,0,Industrials
ASX:CSS,"Clean Seas Seafood Limited (ASX:CSS)",https://www.listcorp.com/asx/css/clean-seas-seafood-limited,"	37243000",0.1775,-0.01,-4.05,"Consumer Staples"
ASX:IXU,"IXUP Limited (ASX:IXU)",https://www.listcorp.com/asx/ixu/ixup-limited,"	37146100",0.023,-0.00,-4.17,"Information Technology"
ASX:RAD,"Radiopharm Theranostics Limited (ASX:RAD)",https://www.listcorp.com/asx/rad/radiopharm-theranostics-limited,"	37012400",0.034,-0.00,-2.86,"Health Care"
ASX:SRL,"Sunrise Energy Metals Limited (ASX:SRL)",https://www.listcorp.com/asx/srl/sunrise-energy-metals-limited,"	36993300",0.405,-0.01,-1.22,Materials
ASX:LRV,"Larvotto Resources Limited (ASX:LRV)",https://www.listcorp.com/asx/lrv/larvotto-resources-limited,"	36954500",0.12,0.00,0,Materials
ASX:PPK,"PPK Group Limited (ASX:PPK)",https://www.listcorp.com/asx/ppk/ppk-group,"	36884600",0.38,-0.03,-7.32,Materials
ASX:CCX,"City Chic Collective Limited (ASX:CCX)",https://www.listcorp.com/asx/ccx/city-chic-collective-limited,"	36806800",0.1,-0.00,-4.76,"Consumer Discretionary"
ASX:MVP,"Medical Developments International Limited (ASX:MVP)",https://www.listcorp.com/asx/mvp/medical-developments-international-limited,"	36679700",0.415,-0.01,-2.35,"Health Care"
ASX:GAL,"Galileo Mining Limited (ASX:GAL)",https://www.listcorp.com/asx/gal/galileo-mining-limited,"	36560600",0.165,-0.02,-10.81,Materials
ASX:MPX,"Mustera Property Group Limited (ASX:MPX)",https://www.listcorp.com/asx/mpx/mustera-property-group-limited,"	36558800",0.25,0.00,0,"Real Estate"
ASX:BEZ,"Besra Gold Inc (ASX:BEZ)",https://www.listcorp.com/asx/bez/besra-gold,"	36374800",0.1,0.01,14.94,Materials
ASX:MI6,"Minerals 260 Limited (ASX:MI6)",https://www.listcorp.com/asx/mi6/minerals-260-limited,"	36270000",0.155,0.00,0,Materials
ASX:BBC,"BNK Banking Corporation Limited (ASX:BBC)",https://www.listcorp.com/asx/bbc/bnk-banking-corporation,"	36209400",0.305,0.00,0,Financials
ASX:AVA,"Ava Risk Group Limited (ASX:AVA)",https://www.listcorp.com/asx/ava/ava-risk-group-limited,"	36190100",0.11,-0.02,-12,"Information Technology"
ASX:FEG,"Far East Gold Ltd (ASX:FEG)",https://www.listcorp.com/asx/feg/far-east-gold-ltd,"	36062200",0.135,-0.00,-3.57,Materials
ASX:DUB,"Dubber Corporation Limited (ASX:DUB)",https://www.listcorp.com/asx/dub/dubber-corporation,"	35889700",0.037,-0.00,-5.13,"Information Technology"
ASX:DNA,"Donaco International Limited (ASX:DNA)",https://www.listcorp.com/asx/dna/donaco-international-limited,"	35826300",0.029,0.00,0,"Consumer Discretionary"
ASX:NCC,"NAOS Emerging Opportunities Company Limited (ASX:NCC)",https://www.listcorp.com/asx/ncc/naos-emerging-opportunities-company-limited,"	35792800",0.47,-0.01,-3.09,Financials
ASX:LRT,"Lowell Resources Fund (ASX:LRT)",https://www.listcorp.com/asx/lrt/lowell-resources-fund,"	35696500",1.1,0.00,0,Financials
ASX:SS1,"Sun Silver Limited (ASX:SS1)",https://www.listcorp.com/asx/ss1/sun-silver-limited,"	35536300",0.485,-0.02,-4.9,Materials
ASX:TOE,"Toro Energy Limited (ASX:TOE)",https://www.listcorp.com/asx/toe/toro-energy-limited,"	35483100",0.265,-0.03,-10.17,Energy
ASX:EQN,"Equinox Resources Limited (ASX:EQN)",https://www.listcorp.com/asx/eqn/equinox-resources-limited,"	35297300",0.265,-0.02,-7.02,Materials
ASX:JREG,"JPMorgan Global Research Enhanced Index Equity Active ETF (Managed Fund) (ASX:JREG)",https://www.listcorp.com/asx/jreg/jpmorgan-global-research-enhanced-index-equity-active-etf-managed-fund,"	35134300",67.78,-1.78,-2.56,Unclassified
ASX:XF1,"Xref Limited (ASX:XF1)",https://www.listcorp.com/asx/xf1/xref-limited,"	34980400",0.18,-0.00,-2.7,"Information Technology"
ASX:SRZ,"Stellar Resources Limited (ASX:SRZ)",https://www.listcorp.com/asx/srz/stellar-resources-limited,"	34951500",0.016,-0.00,-11.11,Materials
ASX:LEG,"Legend Mining Limited (ASX:LEG)",https://www.listcorp.com/asx/leg/legend-mining-limited,"	34913700",0.012,0.00,0,Materials
ASX:LM8,"Lunnon Metals Limited (ASX:LM8)",https://www.listcorp.com/asx/lm8/lunnon-metals-limited,"	34854900",0.16,0.00,0,Materials
ASX:RZI,"Raiz Invest Limited (ASX:RZI)",https://www.listcorp.com/asx/rzi/raiz-invest-limited,"	34846700",0.37,0.01,1.37,Financials
ASX:BCOM,"Global X Bloomberg Commodity ETF (Synthetic) (ASX:BCOM)",https://www.listcorp.com/asx/bcom/global-x-bloomberg-commodity-etf-synthetic,"	34729800",10.01,-0.08,-0.79,Unclassified
ASX:K2F,"K2fly Limited (ASX:K2F)",https://www.listcorp.com/asx/k2f/k2fly-limited,"	34718900",0.185,0.00,0,"Information Technology"
ASX:STM,"Sunstone Metals Limited (ASX:STM)",https://www.listcorp.com/asx/stm/sunstone-metals-limited,"	34667100",0.009,0.00,0,Materials
ASX:TIP,"Teaminvest Private Group Limited (ASX:TIP)",https://www.listcorp.com/asx/tip/teaminvest-private-group-limited,"	34612800",1.275,0.00,0,Financials
ASX:HMX,"Hammer Metals Limited (ASX:HMX)",https://www.listcorp.com/asx/hmx/hammer-metals-limited,"	34569900",0.038,-0.00,-2.56,Materials
ASX:FML,"Focus Minerals Limited (ASX:FML)",https://www.listcorp.com/asx/fml/focus-minerals-limited,"	34387000",0.14,0.02,16.67,Materials
ASX:GDA,"Good Drinks Australia Ltd (ASX:GDA)",https://www.listcorp.com/asx/gda/good-drinks-australia-ltd,"	34354200",0.25,-0.01,-3.85,"Consumer Staples"
ASX:JPEQ,"JPMorgan US 100Q Equity Premium Income Active ETF (Managed Fund) (ASX:JPEQ)",https://www.listcorp.com/asx/jpeq/jpmorgan-us-100q-equity-premium-income-active-etf-managed-fund,"	34216600",54.28,-2.27,-4.01,Unclassified
ASX:AMX,"Aerometrex Limited (ASX:AMX)",https://www.listcorp.com/asx/amx/aerometrex-limited,"	34196600",0.355,-0.01,-1.39,Industrials
ASX:SPD,"Southern Palladium Limited (ASX:SPD)",https://www.listcorp.com/asx/spd/southern-palladium-limited,"	34105000",0.38,0.00,0,Materials
ASX:RMY,"RMA Global Limited (ASX:RMY)",https://www.listcorp.com/asx/rmy/rma-global-limited,"	34034500",0.061,0.00,0,"Communication Services"
ASX:AUDS,"BetaShares Strong Australian Dollar Fund (hedge fund) (ASX:AUDS)",https://www.listcorp.com/asx/auds/betashares-strong-australian-dollar-fund-hedge-fund,"	33906600",5.94,-0.04,-0.67,Unclassified
ASX:BAOR,"Aoris International Fund (Managed Fund) Class B (ASX:BAOR)",https://www.listcorp.com/asx/baor/aoris-international-fund-managed-fund-class-b,"	33844500",2.24,-0.06,-2.61,Unclassified
ASX:PTX,"Prescient Therapeutics Limited (ASX:PTX)",https://www.listcorp.com/asx/ptx/prescient-therapeutics-limited,"	33823400",0.041,-0.00,-2.38,"Health Care"
ASX:KAU,"Kaiser Reef Limited (ASX:KAU)",https://www.listcorp.com/asx/kau/kaiser-reef-limited,"	33733200",0.165,0.00,0,Materials
ASX:SGQ,"St George Mining Limited (ASX:SGQ)",https://www.listcorp.com/asx/sgq/st-george-mining-limited,"	33610400",0.034,0.00,0,Materials
ASX:VTM,"Victory Metals Limited (ASX:VTM)",https://www.listcorp.com/asx/vtm/victory-metals-limited,"	33445200",0.33,-0.03,-8.33,Materials
ASX:GFL,"Global Masters Fund Limited (ASX:GFL)",https://www.listcorp.com/asx/gfl/global-masters-fund-limited,"	33349000",3.08,-0.03,-0.96,Financials
ASX:N100,"Global X US 100 ETF (ASX:N100)",https://www.listcorp.com/asx/n100/global-x-us-100-etf,"	33284100",12.02,-0.54,-4.3,Unclassified
ASX:EIGA,"eInvest Income Generator Fund (Managed Fund) (ASX:EIGA)",https://www.listcorp.com/asx/eiga/einvest-income-generator-fund-managed-fund,"	33244700",3.73,-0.10,-2.61,Unclassified
ASX:NXD,"NextEd Group Limited (ASX:NXD)",https://www.listcorp.com/asx/nxd/nexted-group-limited,"	33227500",0.1375,-0.01,-8.33,"Consumer Discretionary"
ASX:TBA,"Tombola Gold Ltd (ASX:TBA)",https://www.listcorp.com/asx/tba/tombola-gold-ltd,"	33129200",0.026,0.00,0,Materials
ASX:JPR,"Jupiter Energy Limited (ASX:JPR)",https://www.listcorp.com/asx/jpr/jupiter-energy-limited,"	33115000",0.025,-0.00,-3.85,Energy
ASX:FGR,"First Graphene Limited (ASX:FGR)",https://www.listcorp.com/asx/fgr/first-graphene-limited,"	32962600",0.05,0.00,0,Materials
ASX:TAM,"Tanami Gold NL (ASX:TAM)",https://www.listcorp.com/asx/tam/tanami-gold,"	32902700",0.028,0.00,0,Materials
ASX:NVA,"Nova Minerals Limited (ASX:NVA)",https://www.listcorp.com/asx/nva/nova-minerals-limited,"	32880200",0.135,0.00,0,Materials
ASX:MLM,"Metallica Minerals Limited (ASX:MLM)",https://www.listcorp.com/asx/mlm/metallica-minerals-limited,"	32637400",0.034,0.00,0,Materials
ASX:WNX,"Wellnex Life Limited (ASX:WNX)",https://www.listcorp.com/asx/wnx/wellnex-life-limited,"	32562200",0.023,-0.00,-8,"Consumer Staples"
ASX:NOU,"Noumi Limited (ASX:NOU)",https://www.listcorp.com/asx/nou/noumi-limited,"	32560300",0.1125,-0.01,-4.26,"Consumer Staples"
ASX:HYT,"HyTerra Ltd (ASX:HYT)",https://www.listcorp.com/asx/hyt/hyterra-ltd,"	32553500",0.031,-0.00,-11.43,Energy
ASX:SSR,"SSR Mining Inc (ASX:SSR)",https://www.listcorp.com/asx/ssr/ssr-mining-inc,"	32551100",7.4,-0.20,-2.63,Materials
ASX:HGEN,"Global X Hydrogen ETF (ASX:HGEN)",https://www.listcorp.com/asx/hgen/global-x-hydrogen-etf,"	32531100",4.43,-0.41,-8.47,Unclassified
ASX:FCT,"Firstwave Cloud Technology Limited (ASX:FCT)",https://www.listcorp.com/asx/fct/firstwave-cloud-technology,"	32490400",0.019,0.00,0,"Information Technology"
ASX:KRM,"Kingsrose Mining (ASX:KRM)",https://www.listcorp.com/asx/krm/kingsrose-mining,"	32358600",0.041,-0.00,-4.65,Materials
ASX:AUQ,"Alara Resources (ASX:AUQ)",https://www.listcorp.com/asx/auq/alara-resources,"	32313900",0.042,-0.00,-6.67,Materials
ASX:ETM,"Energy Transition Minerals Ltd (ASX:ETM)",https://www.listcorp.com/asx/etm/energy-transition-minerals-ltd,"	32301800",0.021,-0.00,-8.7,Materials
ASX:CSX,"CleanSpace Holdings Limited (ASX:CSX)",https://www.listcorp.com/asx/csx/cleanspace-holdings-limited,"	32112100",0.415,0.00,0,"Health Care"
ASX:MQDB,"Macquarie Dynamic Bond Active ETF (Managed Fund) (ASX:MQDB)",https://www.listcorp.com/asx/mqdb/macquarie-dynamic-bond-active-etf-managed-fund,"	31982100",10.77,0.12,1.13,Unclassified
ASX:AWJ,"Auric Mining Limited (ASX:AWJ)",https://www.listcorp.com/asx/awj/auric-mining-limited,"	31939000",0.205,-0.01,-4.65,Materials
ASX:COB,"Cobalt Blue Holdings Limited (ASX:COB)",https://www.listcorp.com/asx/cob/cobalt-blue-holdings-limited,"	31685600",0.073,-0.00,-2.67,Materials
ASX:AMD,"Arrow Minerals Limited (ASX:AMD)",https://www.listcorp.com/asx/amd/arrow-minerals-limited,"	31618100",0.003,0.00,0,Materials
ASX:GPEQ,"VanEck Global Listed Private Equity ETF (ASX:GPEQ)",https://www.listcorp.com/asx/gpeq/vaneck-global-listed-private-equity-etf,"	31354200",21.26,-1.03,-4.62,Unclassified
ASX:AUST,"BetaShares Managed Risk Australian Share Fund (managed fund) (ASX:AUST)",https://www.listcorp.com/asx/aust/betashares-managed-risk-australian-share-fund-managed-fund,"	31208400",16.5,-0.45,-2.65,Unclassified
ASX:GBE,"Globe Metals & Mining Limited (ASX:GBE)",https://www.listcorp.com/asx/gbe/globe-metals-and-mining-limited,"	31115000",0.039,-0.01,-13.33,Materials
ASX:TRE,"Toubani Resources Inc (ASX:TRE)",https://www.listcorp.com/asx/tre/toubani-resources-inc,"	30993400",0.185,0.00,0,Materials
ASX:RSH,"Respiri Limited (ASX:RSH)",https://www.listcorp.com/asx/rsh/respiri-limited,"	30956500",0.027,0.00,0,"Health Care"
ASX:SRT,"Strata Investment Holdings Plc (ASX:SRT)",https://www.listcorp.com/asx/srt/strata-investment-holdings-plc,"	30496200",0.17,-0.01,-5.56,Materials
ASX:A3D,"Aurora Labs Limited (ASX:A3D)",https://www.listcorp.com/asx/a3d/aurora-labs-limited,"	30427800",0.073,-0.01,-13.1,Industrials
ASX:IR1,"Iris Metals Limited (ASX:IR1)",https://www.listcorp.com/asx/ir1/iris-metals-limited,"	30382900",0.2,-0.02,-11.11,Materials
ASX:TI1,"Tombador Iron Limited (ASX:TI1)",https://www.listcorp.com/asx/ti1/tombador-iron-limited,"	30218800",0.014,0.00,0,Materials
ASX:AAL,"Alfabs Australia Limited (ASX:AAL)",https://www.listcorp.com/asx/aal/alfabs-australia-limited,"	30147000",0.25,0.00,0,Industrials
ASX:CAE,"Cannindah Resources Limited (ASX:CAE)",https://www.listcorp.com/asx/cae/cannindah-resources-limited,"	30060200",0.052,0.00,0,Materials
ASX:CXM,"Centrex Limited (ASX:CXM)",https://www.listcorp.com/asx/cxm/centrex-limited,"	30000400",0.034,-0.00,-2.86,Materials
ASX:TSI,"Top Shelf International Holdings Ltd (ASX:TSI)",https://www.listcorp.com/asx/tsi/top-shelf-international-holdings-ltd,"	29909900",0.092,0.00,0,"Consumer Staples"
ASX:LGP,"Little Green Pharma Ltd (ASX:LGP)",https://www.listcorp.com/asx/lgp/little-green-pharma,"	29874300",0.097,-0.00,-2.02,"Health Care"
ASX:AXI,"Axiom Properties Limited (ASX:AXI)",https://www.listcorp.com/asx/axi/axiom-properties-limited,"	29857200",0.069,0.00,0,"Real Estate"
ASX:PNX,"PNX Metals Limited (ASX:PNX)",https://www.listcorp.com/asx/pnx/pnx-metals-limited,"	29851100",0.004,-0.00,-20,Materials
ASX:AGR,"Aguia Resources Limited (ASX:AGR)",https://www.listcorp.com/asx/agr/aguia-resources-limited,"	29676200",0.023,-0.00,-8,Materials
ASX:INCM,"BetaShares Global Income Leaders ETF (ASX:INCM)",https://www.listcorp.com/asx/incm/betashares-global-income-leaders-etf,"	29652600",17.31,-0.06,-0.35,Unclassified
ASX:JAL,"Jameson Resources Limited (ASX:JAL)",https://www.listcorp.com/asx/jal/jameson-resources-limited,"	29343800",0.059,-0.00,-1.67,Materials
ASX:G6M,"Group 6 Metals Limited (ASX:G6M)",https://www.listcorp.com/asx/g6m/group-6-metals-limited,"	29116700",0.028,-0.00,-3.45,Materials
ASX:RFX,"RedFlow Limited (ASX:RFX)",https://www.listcorp.com/asx/rfx/redflow-limited,"	29071300",0.105,-0.01,-4.55,Industrials
ASX:TEG,"Triangle Energy (Global) Limited (ASX:TEG)",https://www.listcorp.com/asx/teg/triangle-energy-global-limited,"	29015500",0.015,-0.00,-6.25,Energy
ASX:NHE,"Noble Helium Limited (ASX:NHE)",https://www.listcorp.com/asx/nhe/noble-helium-limited,"	28958500",0.058,-0.00,-4.92,Energy
